Title,Rating,Reviews,tags
Somerville,2.8,106,"In the wake of catastrophe you must find the means to make your family whole again. Somerville is a Sci-Fi adventure grounded in the intimate repercussions of large scale conflict.
Immerse yourself in a hand-crafted narrative experience set across a vivid rural landscape. Navigate your way through the perilous terrain ahead of you to unravel the mysteries of Earth's visitors. ['Adventure'] Somerville"
Saya no Uta,3.3,197,"A horror visual novel about Fuminori Sakisaka, a medicine student who suffers an accident that leaves his perception of the world distorted: everything and everyone is perceived as a twisted mass of intestines, flesh and blood.
Everything, except Saya. ['Visual Novel'] Saya no Uta"
The Witcher 3: Wild Hunt - Blood and Wine,4.6,121,"Blood and Wine is the second major expansion to The Witcher 3: Wild Hunt.
The players will accompany Geralt of Rivia to the region of Toussaint, one of the few places in the Witcher universe which has remained largely untouched by the war. The calm, laid-back atmosphere holds a dark and bloody secret that only the White Wolf can uncover; the expansion features brand new items for us to collect on our adventure and also introduces previously unknown characters. ['RPG'] The Witcher 3: Wild Hunt - Blood and Wine"
Devil May Cry HD Collection,3.9,123,"The popular stylish action games Devil May Cry, Devil May Cry 2, and Devil May Cry 3 Special Edition return in one collection!
As Dante, the ultimate devil hunter, you'll join forces with appealing characters such as Trish, Lady, and Lucia to enjoy the iconic genre-defining Devil May Cry series in stunning High Definition. ['Brawler', 'Platform'] Devil May Cry HD Collection"
Sackboy: A Big Adventure,3.4,141,"Iconic PlayStation hero, Sackboy returns in an all-new 3D adventure with a deeply immersive and expressive control scheme. Players can go on this epic platforming journey solo-style, or they can team up with friends for collaborative, chaotic multiplayer fun. ['Adventure', 'Platform'] Sackboy: A Big Adventure"
Life is Strange 2,3.3,238,The long awaited sequel to the award winning Life is Strange returns with a new 5-part narrative adventure from DONTNOD Entertainment. ['Adventure'] Life is Strange 2
Tony Hawk's Pro Skater 1+2,4.1,238,"Play the fully-remastered Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 games in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered. ['Simulator', 'Sport'] Tony Hawk's Pro Skater 1+2"
Toem,3.8,164,"An aesthetic adventure with the premise of enjoying the little things!
Toem is an adventure game, it aims to capture the curiosity of a child! Should I go left, right, who cares I'm on an adventure! Your smile, that's what's important to us. ['Adventure', 'Indie', 'Puzzle'] Toem"
Mafia II,3.8,171,"The storyline for Mafia II is a gritty drama and chronicles the rise of Vito Scaletta, the son of Sicilian immigrants. As the game progresses, Vito joins the Falcone crime family and becomes ""a made man"" along with his best friend Joe Barbaro. ['Adventure', 'Racing', 'Shooter'] Mafia II"
Deadly Premonition,3.9,102,"Playing as special agent Francis York Morgan (call him York – everyone else does), it’s your job to investigate the brutal murder of a young local beauty in the town of Greenvale. Amidst the backdrop of soaring mountains and a small American suburb, York must solve the mystery of the Red Seed Murders and stay alive in a place where supernatural creatures and a mysterious raincoat-clad, axe-wielding killer seek to end his investigation for good.
Part suspense-filled horror, part action-adventure game, Deadly Premonition offers an open-world experience packed with locals to meet and places to discover, as well as numerous side quests and mini-games that will help you solve the murders and uncover Greenvale’s deepest, darkest secrets. ['Adventure', 'Shooter'] Deadly Premonition"
Mad Max,3.2,166,"In Mad Max, the player takes on the role of titular character Mad Max; a dangerous melee fighter and can use his attacks to kill almost anyone. His weapon of choice is his shotgun. He is assisted by another man called Chumbucket. Chum mainly works with Max to build and upgrade the Magnum Opus vehicle.
Mad Max will feature a variety of weapons which Max can use to defeat enemies. Though the shotgun is Max's weapon of choice, ammo is scarce, and so melee options are the smarter way to go. The 'thunderstick' is an explosive weapon that can be lanced into an enemy's chest, crackling like a lit dynamite fuse before blowing the victim to smithereens. The Harpoon is also one of Max's favorite weapon though it can only be used in-vehicle with Chum riding along. Max's Magnum Opus can be combined with a speedy V12 engine and powerful ramming ability to destroy enemies's vehicles and weaponry. When simultaneously driving and aiming, the game enters slow-motion and allows you to toggle between targets. Not much is known about the vehicular combat and its features.
Mad Max will feature crafting system which can be used to craft new weapons and tools. Max's garage can also be used to change and modify the car's engines, chassis, wheels, body works including paint treatment and the “shell” of the auto-mobile and the car’s weight and attributes update accordingly. Max can also be upgraded though it's plans hasn't fully been implemented.
Many choices are given in the game, such as, either playing silently or aggressively. Max can also get guidance from Chum about how he can complete his objectives strategically. However, its largely up to the player how he can complete the objectives. ['Adventure', 'Racing', 'Shooter'] Mad Max"
The Last of Us: Left Behind,3.9,201,"Left Behind is the first single player DLC for the critically acclaimed survival horror game The Last of Us, developed by Naughty Dog. ['Adventure', 'Shooter'] The Last of Us: Left Behind"
The Legend of Heroes: Trails in the Sky the 3rd,4.3,206,"The final game in the Trails in the Sky trilogy and end of what is considered the 6th story of the The Legend of Heroes series. ['RPG', 'Strategy'] The Legend of Heroes: Trails in the Sky the 3rd"
Call of Juarez: Gunslinger,3.6,148,"From the dust of a gold mine to the dirt of a saloon, Call of Juarez: Gunslinger is a real homage to the Wild West tales. Live the epic and violent journey of a ruthless bounty hunter on the trail of the West’s most notorious outlaws. Blurring the lines between man and myth, this adventure made of memorable encounters unveils the untold truth behind some of the greatest legends of the Old West. ['Adventure', 'Arcade', 'Shooter'] Call of Juarez: Gunslinger"
Ultimate Marvel vs. Capcom 3,3.8,225,"Ultimate Marvel vs. Capcom 3 is a crossover fighting game developed by Capcom in collaboration with Eighting. It is an updated version of Marvel vs. Capcom 3: Fate of Two Worlds. The game features characters from both Capcom's video game franchises and comic book series published by Marvel Comics. The game was released in November 2011 for the PlayStation 3 and Xbox 360, and was featured as a launch title for the PlayStation Vita in 2012.
In Ultimate Marvel vs. Capcom 3, players select a team of three characters to engage in combat and attempt to knock out their opponents. As an update, the game utilizes largely identical gameplay mechanics to the original. However, both the aerial combat and X-Factor systems, introduced in Fate of Two Worlds, have received adjustments. In addition to gameplay modifications and new playable characters, the game features several aesthetic changes.
After the events of the 2011 Tōhoku earthquake and tsunami disrupted the development schedule for downloadable content for Fate of Two Worlds, the additional content was created into a standalone title, Ultimate Marvel vs. Capcom 3, for a discounted retail price. The game received generally positive reviews upon release; critics praised the expanded character roster and improved online experience, but criticized the lack of new features and game modes. ['Fighting'] Ultimate Marvel vs. Capcom 3"
The Legend of Zelda: Oracle of Seasons,3.7,113,"The Legend of Zelda: Oracle of Seasons is one of two Zelda titles released for the Game Boy Color, the other being Oracle of Ages. The game retain many gameplay elements from Link's Awakening such as the graphics, audio and top-view perspective. It also features eight dungeons and a large overworld to explore like in the previous games. Oracle of Seasons is said to be more action-oriented than its counterpart being more puzzle-oriented. After completing one of the two games, both can be linked to form a single linear plot with an alternate ending. Oracle of Seasons and Oracle of Ages were often credited as being two of the top games for the Game Boy Color. ['Adventure', 'Puzzle', 'RPG'] The Legend of Zelda: Oracle of Seasons"
Castlevania: Dawn of Sorrow,3.7,154,"Draw the correct magic seal quickly, or your enemies will never die! Fight and explore through one of the largest castles ever seen in the series! Race another player through custom-made castle rooms in versus mode!
A year has passed since Soma Cruz discovered the evil of Dracula hidden inside his body. Now, a mysterious cult wants to release the power of the Lord of Darkness. As Soma, you must do everything in your power to stop them before it's too late. ['Adventure', 'Brawler', 'Platform', 'Puzzle', 'RPG'] Castlevania: Dawn of Sorrow"
VVVVVV,3.7,209,"There's something terrible wrong in an alternate dimension! Help Captain Viridian flip to find five crew members, 20 hard-to-reach Trinkets and save a dimension on the brink of destruction. It's a space opera in the most unique scale with a style that only VVVVVV can bring to you. Instead of jumping, control the direction of gravity by inverting your gravity and allowing Captain Viridian to flip between the floors and ceilings of the environment.
For adventurers who save the dimension, there's still hours and hours of new gameplay with all-new Player Levels. Test your mettle and see if you have what it takes to beat a collection of levels created by other famous game developers.
Inspired by classic 8-bit days gone-by and now with experience-heightening 3D, VVVVVV will challenge even the most battle-hardened old-school gamers. ['Adventure', 'Indie', 'Platform', 'Puzzle'] VVVVVV"
Devil May Cry 5: Special Edition,4.5,140,"Devil May Cry 5: Special Edition features improved visuals and gameplay at up to 120 frames per second. Alongside all previously-released downloadable content, other additions include Vergil as a playable character, ray tracing graphics options, and two additional game modes: Legendary Dark Knight mode, which significantly increases the number of enemies in each level, and Turbo mode, which increases the game speed by 20%. ['Brawler'] Devil May Cry 5: Special Edition"
Sonic the Hedgehog 3,3.8,155,"The game is a sequel to the Sonic the Hedgehog 2 for the same system and follows on directly from the end of the game, in which Sonic defeated his enemy, Dr. Robotnik; crash-landing on a floating island, Sonic encounters new character Knuckles the Echidna, and must once more retrieve the Chaos Emeralds while also working to stop Dr. Robotnik from relaunching his ship, the Death Egg. ['Adventure', 'Platform'] Sonic the Hedgehog 3"
Spore,3.3,279,"From Single Cell to Galactic God, evolve your creature in a universe of your own creations. Play through Spore's five evolutionary stages: Cell, Creature, Tribe, Civilization, and Space. Each stage has its own unique style, challenges, and goals. ['Adventure', 'Real Time Strategy', 'RPG', 'Simulator', 'Strategy'] Spore"
Cities: Skylines,3.6,209,"Cities: Skylines is a modern take on the classic city simulation genre. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience. From the makers of the Cities in Motion franchise, the game boasts a fully realized transport system. It also includes the ability to mod the game to suit your play style as a fine counter balance to the layered and challenging simulation. You're only limited by your imagination, so take control and reach for the sky! ['Simulator', 'Strategy'] Cities: Skylines"
Diablo III,3.4,160,"Diablo III is the third installment in Blizzard's franchise. The game, like its predecessors, is a dungeon crawler in which the player fights against hordes of enemies ranging from beasts and undead to actual demons. The game has four acts, two game modes (normal and hardcore) as well as four difficulty levels: Normal, Nightmare, Hell and Inferno. A new addition to Diablo III is the auction house, where items are exchanged for in-game gold or real money, also usable to purchase Blizzard merchandise. The game features a wide array of achievements earned upon meeting certain requirements. ['Adventure', 'Brawler', 'RPG'] Diablo III"
Everhood,3.8,202,"Expect the unexpected in an ineffable tale of the inexpressible world of Everhood. Amusing rhythmic battles and with a promise to fulfill all your dreams. To simply put it: You are in for a ride. ['Adventure', 'Indie', 'Music', 'RPG'] Everhood"
Resident Evil: Revelations,3.2,116,"Resident Evil: Revelations is a survival horror game that restores elements of the series' nature, as opposed to the survival action of Resident Evil 5. The game features a single-player mode where the player must complete a series of episodes that involve solving puzzles and defeating enemies, and a multiplayer mode where players may fight their way through altered single-player scenarios. ['Adventure', 'Shooter'] Resident Evil: Revelations"
Crypt of the NecroDancer,3.5,154,"Crypt of the NecroDancer is a hardcore roguelike rhythm game. Can you survive this deadly dungeon of dance, slay the NecroDancer, and recapture your still beating heart? Or will you be a slave to the rhythm for all eternity? ['Adventure', 'Indie', 'Music', 'RPG'] Crypt of the NecroDancer"
Phasmophobia,3.3,280,"Phasmophobia is a 4 player online co-op psychological horror where you and your team members of paranormal investigators will enter haunted locations filled with paranormal activity and gather as much evidence of the paranormal as you can. You will use your ghost hunting equipment to search for and record evidence of whatever ghost is haunting the location to sell onto a ghost removal team.
You can choose to support your team by monitoring the location with CCTV cameras and motion sensors from the safety of the truck or head inside and get your hands dirty with the ghostly activity that will get increasingly hostile as time goes on. ['Indie', 'Puzzle', 'Tactical'] Phasmophobia"
Nobody Saves the World,3.5,132,"Nobody Saves The World is a new twist on action RPGs, in which you play many different character Forms, each with their own unique gameplay mechanics. The Calamity’s power is growing, and nobody can save the world now. Good thing you are Nobody! ['Adventure', 'Brawler', 'Indie', 'RPG'] Nobody Saves the World"
Nintendo Switch Sports,3.0,183,"Get moving in Nintendo Switch Sports with Golf, Soccer, Volleyball, Bowling, Tennis, Badminton, and Chambara (swordplay) using Joy-Con controllers!
Controls are intuitive, so you can hit the court (or lanes, or field, or arena) and get started. With controlled motions you can curve your bowling ball, add spin to a tennis shot, or even use a Joy-Con with the included Leg Strap accessory to kick the ball in a Soccer Shoot-Out. Family and friends can join in on the fun on the same system or online. ['Simulator', 'Sport'] Nintendo Switch Sports"
Resident Evil 4: Ultimate HD Edition,4.4,174,"Resident Evil 4: Ultimate HD Edition is the second port of Resident Evil 4 to Windows, this time based on the Xbox 360 and PlayStation 3 versions with updated graphics. In contrast to the original port, this version features lighting effects, real-time instead of rendered cutscenes (except in the Separate Ways campaign), mouse support and Steamworks integration.
This version features all previously seen additional content, including the achievements from the latest HD Console versions. The game can be played with SD and HD quality textures, a filter option and an FPS lock option was also added allowing the user to select from 30 or 60 FPS options. ['Adventure', 'Shooter'] Resident Evil 4: Ultimate HD Edition"
Resident Evil Code: Veronica X,3.4,142,"Resident Evil Code: Veronica X is a port of the original game with additional content comprised of improved graphics along with an extra nine minutes of cutscenes. The character Steve had his hairstyle changed to have a noticeable fringe, and no longer proudly shows his forehead. This change was made to all cutscenes that feature him, as well as to the family photograph he carries with him. Apart from these changes, the game is almost the same as the original one. ['Adventure', 'Puzzle', 'Shooter'] Resident Evil Code: Veronica X"
Minecraft Dungeons,2.9,223,"""Brave the dungeons alone, or team up with friends! Up to four players can battle together through action-packed, treasure-stuffed, wildly varied levels, all in an epic quest to save the villagers and take down the evil Arch-Illager!
Discover new weapons and items that will help you defeat a ruthless swarm of new-and-nasty mobs. Fight or flee through canyons, swamps and – of course – mines! Any adventurer brave or foolish enough (or a bit-of-both!) to explore this blocky and beautiful world will need to come prepared. So quickly, gear up!"" ['Adventure', 'Brawler', 'RPG'] Minecraft Dungeons"
Ark: Survival Evolved,2.5,225,"Ark: Survival Evolved takes on the survival genre with a unique blend of emergent multiplayer cooperation and competition. Players awake naked and starving on the beach of a mysterious island among a herd of other confused humans. On ARK, they must then hunt, harvest, craft, research technology, and build shelters to protect against scorching days, freezing nights, volatile weather systems, dangerous wildlife, and potential enemies.
Use cunning strategy and tactics to tame and ride the many dinosaurs and other primeval creatures roaming the dynamic, persistent ecosystems across land, sea, air, and even underground. Build your character’s strengths and gain items, skills, and pet creatures using in-depth role-playing systems. Start a tribe with hundreds of other players to survive and dominate competing tribes...and ultimately discover the ARK’s true purpose. ['Adventure', 'Indie', 'RPG', 'Shooter', 'Simulator'] Ark: Survival Evolved"
Mega Man X2,3.8,202,"Just when Mega Man X thought he had brought down all the X-Hunters, several months later an uprising moves from within an abandoned factory. While 8 all-new X-Hunters occupy Mega Man X, a triple threat plots to resurrect a secret weapon that is all too familiar!
The good Dr. Light supplies Mega man X with incredible new abilities hidden in capsules buried deep below the surface. And with new vehicles like the mobile attack cycle plus powers he gains from the X-Hunters, Mega Man X will be ready to face his destiny as a Maverick Hunter. Now it's all or Zero for Mega Man X! ['Adventure', 'Platform', 'Shooter'] Mega Man X2"
The Binding of Isaac,3.4,145,"The Binding of Isaac is a randomly generated action RPG shooter with heavy rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac's form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety. ['Adventure', 'Indie', 'RPG', 'Shooter'] The Binding of Isaac"
The Binding of Isaac: Repentance,4.4,273,"The Binding of Isaac: Repentance is the ultimate edition of the genre-defining roguelike, with so many additions and improvements that it feels like a brand new game. Experience Isaac's adventures with new twists, terrifying turns and over 500 hours of new gameplay! ['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter'] The Binding of Isaac: Repentance"
Naruto Shippuden: Ultimate Ninja Storm 4,3.5,212,"Experience the exhilarating full-adventure Naruto Shippuden and follow Naruto Uzumaki on all his fights.
With more than 12 million Naruto Shippuden Ultimate Ninja STORM games sold worldwide, this series established itself among the pinnacle of Anime & Manga adaptations on videogames! As every good story comes to an end Naruto Shippuden: Ultimate Ninja Storm 4 is going to be the ultimate STORM game! For the first time ever, a Naruto/Naruto Shippuden game will take advantage of the graphics power of the new generation of consoles. ['Adventure', 'Fighting'] Naruto Shippuden: Ultimate Ninja Storm 4"
Metal Gear Solid 3: Snake Eater - HD Edition,4.6,173,"Get Metal Gear Solid 3: Snake Eater HD, Shooter game for PS3 console from the official PlayStation website. Know more about Metal Gear Solid 3: Snake Eater HD Game. ['Adventure', 'Shooter'] Metal Gear Solid 3: Snake Eater - HD Edition"
New Pokémon Snap,3.6,244,"Seek out and take in-game pictures of Pokémon in their native environments in the New Pokémon Snap game, only for the Nintendo Switch system! You'll even discover behaviors and expressions you've never seen before when you encounter and research lively wild Pokémon. ['Adventure', 'Simulator'] New Pokémon Snap"
Final Fantasy IV,3.7,125,"FINAL FANTASY IV is the fourth main installment in the FINAL FANTASY series, developed and published by Squaresoft. It was released in July 1991 for the Super Nintendo Entertainment System in Japan, and released as FINAL FANTASY II in North America in October 1991 with alterations made due to Nintendo of America's guidelines at the time.
The game saw a rerelease in Japan on the WonderSwan Color and a global release on PlayStation under its original name as part of the FINAL FANTASY CHRONICLES and FINAL FANTASY ANTHOLOGY collections. ['RPG'] Final Fantasy IV"
Mega Man 3,3.4,246,"It's robot rebellion, and nobody's safe! Least of all, Mega Man! This time the superpowerful cyborg takes on a horde of metal maniacs who've had it with being obedient! And they use every android-annihilator ever invented to make you believe it! Mega Man goes berserk, blasting through a galaxy of mining stations in search of energy crystals. But it takes more than guts to battle the phenomenal robot masters who control these worlds. It's a wrenching job, the worst - and the best - that Mega Man's faced so far! ['Adventure', 'Platform'] Mega Man 3"
Fire Emblem Fates: Conquest,3.2,296,"Fire Emblem Fates is split into three story paths. Conquest is one of the two base stories, the other being Birthright. The other story path can be bought digitally at a discount through the in-game store. The third story path is Revelation, a DLC that was released later. You need to be have completed Chapter 6 in either game to access the other stories and DLC.
Conquest is the hardest of the three paths, having reduced ability to grind experience from maps, tougher mission objectives, and giving less money and experience for those missions. ['RPG', 'Strategy', 'Turn Based Strategy'] Fire Emblem Fates: Conquest"
Donkey Kong 64,3.2,196,"K. Rool has kidnapped the Kongs! Can Donkey Kong rescue his friends, reclaim the Golden Bananas and save his homeland from certain doom? Take out some Kremlings with Chunky's Pineapple Launcher or Lanky's Trombone. Float through the air using Tiny's Ponytail Twirl. Even rocket to the sky with Diddy's Jetbarrel! ['Adventure', 'Platform'] Donkey Kong 64"
Wario Land 3,3.7,104,"Trapped inside a magical music box, the invincible Wario is on a dangerous quest to help a mysterious figure recover its lost powers! Smash, bash and crash your way through more than two dozen gigantic levels in search of hidden keys, valuable treasures and mystical music boxes. Test your wits on puzzle after intricate puzzle and flex your muscles in action-packed boss fights! Be wary of Wanderin' Gooms, Hammer-bots, Mad Scienstein and more as you plunge into one of the largest, most dazzling adventures ever to hit Game Boy Color! ['Adventure', 'Platform', 'Puzzle'] Wario Land 3"
Project Zomboid,3.7,163,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? ['Indie', 'RPG', 'Simulator'] Project Zomboid"
Life is Strange: Before the Storm,3.3,246,"Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in dramatic new story in the BAFTA award winning franchise. ['Adventure'] Life is Strange: Before the Storm"
The Legend of Zelda: Oracle of Ages,3.7,112,"The Legend of Zelda: Oracle of Ages is one of two Zelda titles released for the Game Boy Color, the other being Oracle of Seasons. The game retain many gameplay elements from Link's Awakening such as the graphics, audio and top-view perspective. It also features eight dungeons and a large overworld to explore like in the previous games. Oracle of Ages is said to be more puzzle-oriented than its counterpart being more action-oriented. After completing one of the two games, both can be linked to form a single linear plot with an alternate ending. Oracle of Ages and Oracle of Seasons were often credited as being two of the top games for the Game Boy Color. ['Adventure', 'Puzzle', 'RPG'] The Legend of Zelda: Oracle of Ages"
Pokémon Blue,3.6,212,"Pokémon Blue is the third core series Pokémon game released as a minor revision of Pokémon Red and Green, which were released earlier that year. It was thus the first solitary version in the core series of Pokémon games. Various fixes in the game include a graphics and sound upgrade, as well as the removal of several known glitches that had been found in the original pair. Outside of Japan, its graphics, game engine and script formed the basis of Pokémon Red and Blue, while the wild Pokémon and game-exclusive Pokémon lists were changed to match Red and Green. ['Adventure', 'RPG', 'Turn Based Strategy'] Pokémon Blue"
Lobotomy Corporation,4.1,139,"Monster Management Rogue-Lite Simulation game inspired by the monsters from game and movies such as SCP Foundation, Cabin in the woods and Warehouse 13. One disaster will cause another, and it will lead everything into chaos. Manage and Survive. ['Indie', 'Simulator'] Lobotomy Corporation"
Persona 4 Arena Ultimax,3.6,168,"Persona 4 Arena Ultimax is a fighting video game developed by Arc System Works and Atlus. It is the direct sequel to Persona 4 Arena, which is itself a follow-up to the role-playing game Persona 4. The game was originally released in Japanese arcades on November 28, 2013, and later ported to home consoles. Unlike the previous game, it is not region locked. ['Fighting'] Persona 4 Arena Ultimax"
Hylics,3.7,171,"Hylics is a recreational program with light JRPG elements. ['Indie', 'RPG'] Hylics"
Kirby's Dream Land 2,3.2,230,"Kirby returns and has joined forces with new friends in this thrilling sequel!
The Rainbow Bridges that connect the seven Rainbow Islands have disappeared! Help Kirby solve the mystery! Search through the different islands while battling King DeDeDe and his horde of evil minions.
Along the way, meet Rick the Hamster, Kine the Fish, and Coo the Owl. Each possesses important abilities that can multiply the magnitude of Kirby's powers! Earn the mysterious Rainbow Sword, and prepare to face Kirby's most menacing rival ever--the evil Dark Matter! ['Platform', 'Puzzle'] Kirby's Dream Land 2"
Tales of Symphonia,3.9,100,"In a dying world, legend has it that a Chosen One will one day rise from amongst the people and the land will be reborn. The line between good and evil blurs in this epic adventure where the fate of two interlocked worlds hangs in the balance. ['Puzzle', 'RPG'] Tales of Symphonia"
XCOM 2,3.9,115,"XCOM 2 is the sequel to XCOM: Enemy Unknown, the 2012 award-winning strategy game of the year. Earth has changed and is now under alien rule. Facing impossible odds you must rebuild XCOM, and ignite a global resistance to reclaim our world and save humanity. ['RPG', 'Simulator', 'Strategy', 'Tactical', 'Turn Based Strategy'] XCOM 2"
Lollipop Chainsaw,3.4,109,"Lollipop Chainsaw is the 'un-deadly' story of sweet and killer zombie hunter Juliet Starling and her quest to uncover the root of a colossal zombie outbreak. With her wickedly awesome chainsaw in hand, Juliet slices, dices and splits her way through hordes of the undead, but soon realizes the horde is only the opening act to a festival of zombie rock lords determined to kill the chainsaw wielding cheerleader. ['Brawler'] Lollipop Chainsaw"
Gears of War 2,3.8,158,"In Gears of War 2, The COG continues its fight against the Locust horde, who are attempting to sink all of the cities on the planet Sera by using a big riftworm to eat the ground beneath them. Sergeant Marcus Fenix leads Delta Squad into the depths of the planet to try to stop the worm from eating but instead they discover the true intent of the Locust actions. ['Shooter'] Gears of War 2"
EarthBound Beginnings,3.2,173,"EarthBound Beginnings is the first installment in the EarthBound / Mother series. It was developed by Ape Inc., Nintendo Tokyo R&D Products, and Pax Softnica, and was published by Nintendo for the Famicom on July 27, 1989.
Though officially translated into English under the name EarthBound in 1990 complete with a variety of updates and new content, the planned release of the North American localization was ultimately cancelled due to Nintendo of America ending support for the Nintendo Entertainment System.
Despite this, the updates made to the game for the English localization was included in the Japanese Mother 1+2 rerelease for Game Boy Advance in 2003. The English version was finally released on the Wii U Virtual Console on June 14th, 2015, 25 years after its intended release date. ['Adventure', 'RPG'] EarthBound Beginnings"
BattleBlock Theater,3.5,239,"In BattleBlock Theater, players control a prisoner as they are forced to play through games devised by Hatty Hattington. Controls are simple, with the game largely consisting of running, jumping and punching. Levels are made up of various types of blocks, such as collapsing blocks, sticky walls, bouncy volcanic rocks and deadly spikes, and also feature hazards such as water and deadly creatures. ['Adventure', 'Indie', 'Platform', 'Puzzle'] BattleBlock Theater"
Pokémon Snap,3.5,174,"Traverse various areas and take photographs of different types of Pokémon by discovering their secrets. Capture the perfect frame to gain bonus points from Professor Oak in order to unlock helpful items and locate and photograph the elusive Mew, a legendary Pokémon whose existence has never been recorded. ['Simulator'] Pokémon Snap"
Ni no Kuni: Wrath of the White Witch,3.7,132,"""Ni no Kuni: Wrath of the White Witch, a heart-warming tale of a young boy named Oliver, who embarks on a journey into a parallel world in an attempt to bring his mother back from the dead. Along the way, Oliver makes new friends and adopts many of the wonderful creatures that inhabit the world, raising them to battle other creatures on his behalf as he takes on formidable enemies. Developed by LEVEL-5 alongside Studio Ghibli, the legendary animation studio, Ni no Kuni: Wrath of the White Witch combines beautiful animated visuals, masterful storytelling and a sweeping score into an epic role-playing adventure like no other.""
Ni no Kuni: Wrath of the White Witch is an enhanced version of the Nintendo DS game Ni no Kuni: Dominion of the Dark Djin that was only released in Japan. ['Adventure', 'RPG'] Ni no Kuni: Wrath of the White Witch"
The Legend of Heroes: Trails of Cold Steel,3.6,218,"The Legend of Heroes: Trails of Cold Steel is a role-playing game and a part of the long running The Legend of Heroes series of games. The basic gameplay is nearly identical to the previous Kiseki series entries with a few changes. The biggest change to the battle system and also counting as a brand new feature is the ""Tactical Link System"". The ""Tactical Link"" allow players follow up with three different kinds of link attacks, dealing additional damage and providing various other benefits. ""Tactical Link"" becomes a more useful asset to the player as the story progress and characters level up their ""Link Levels"" with other characters. As the link levels increase, you will obtain new link abilities such as healing the link partner or increase the CP gain of the partner. ['Adventure', 'RPG', 'Turn Based Strategy'] The Legend of Heroes: Trails of Cold Steel"
Donkey Kong Country: Tropical Freeze,4.2,165,"Donkey Kong, Diddy Kong, Dixie Kong and Cranky Kong return for the franchise’s debut on Nintendo Switch. This title includes all the fun and challenge of the original game, plus a new beginner-friendly mode that lets players enjoy this critically acclaimed adventure as groovy surfing simian Funky Kong. Funky Kong can double jump, hover, perform infinite rolls and even perform infinite underwater corkscrews. Thanks to his sturdy surfboard, even spikes can’t slow him down. The game launches for Nintendo Switch on May 4. ['Platform'] Donkey Kong Country: Tropical Freeze"
Call of Duty: WWII,2.7,203,"Call of Duty: WWII creates the definitive World War II next generation experience across three different game modes: Campaign, Multiplayer, and Co-Operative. Featuring stunning visuals, the Campaign transports players to the European theater as they engage in an all-new Call of Duty story set in iconic World War II battles. Multiplayer marks a return to original, boots-on-the ground Call of Duty gameplay. Authentic weapons and traditional run-and-gun action immerse you in a vast array of World War II-themed locations. The Co-Operative mode unleashes a new and original story in a standalone game experience full of unexpected, adrenaline-pumping moments. ['Shooter'] Call of Duty: WWII"
Spider-Man,3.5,148,"YOU DON'T JUST PLAY IT... YOU LIVE IT
He spins a web, swings across the sky and lands with a somersault onto the Daily Bugle building. Who is this masked hero? It's you! Fight, jump and web-sling as Spider-Man as you take on a legion of sinister villains.
The city is depending on you. Start swinging... ['Adventure', 'Brawler'] Spider-Man"
